"نام کالا",نماد,تالار,"تولید کننده","نوع قرارداد","قیمت پایانی میانگین   موزون","ارزش معامله (هزارریال)","پایین ترین",بالاترین,"قیمت پایه عرضه","حجم عرضه",تقاضا,"حجم قرارداد",واحد,"تاریخ معامله","عرضه کننده",کارگزار,"نوع ارز"
"سیمان تیپ 325-1/کیسه50",BCCO-CEMENT325-50L-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","5,937","4,037,160","5,937","5,937","5,937",0,680,680,تن,1401/11/24,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 325-1/کیسه50",BCCO-CEMENT325-50L-00,"تالار سیمان","سیمان بجنورد",نقدی,"5,937","19,829,580","5,937","5,937","5,937","10,000","3,340","3,340",تن,1401/11/23,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 325-1/کیسه50",BCCO-CEMENT325-50L-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","5,937","593,700","5,937","5,937","5,937",0,100,100,تن,1401/11/25,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 325-1/کیسه50",BCCO-CEMENT325-50L-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","5,937","593,700","5,937","5,937","5,937",0,100,100,تن,1401/11/26,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ2",SECO-CEMENT2B-00,"تالار سیمان","سیمان سپاهان",نقدی,"7,173","136,287,850","7,159","7,272","6,556","19,000","26,425","19,000",تن,1401/11/23,"سیمان سپاهان","آرمون بورس",ریال
"سیمان تیپ 2/کیسه50",KMC-CEMENT2-50L-00,"تالار سیمان","سیمان ممتازان کرمان",نقدی,"8,060","72,537,900","8,009","8,209","7,393","9,000","12,300","9,000",تن,1401/11/23,"سیمان ممتازان کرمان","بانک ملی",ریال
"سیمان تیپ 425-1",BCCO-CEMENT425B-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","4,724","3,779,200","4,724","4,724","4,724",0,800,800,تن,1401/11/25,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ 425-1",BCCO-CEMENT425B-00,"تالار سیمان","سیمان بجنورد","نقدی (مچینگ)","4,724","1,181,000","4,724","4,724","4,724",0,250,250,تن,1401/11/26,"سیمان بجنورد","صبا تأمین",ریال
"سیمان تیپ2",KECE-CEMENT2B-00,"تالار سیمان","سیمان کرمان",نقدی,"6,937","48,560,990","6,735","7,259","6,735","7,000","8,900","7,000",تن,1401/11/23,"گروه صنایع سیمان کرمان","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",KBCC-CEMENT2-50L-00,"تالار سیمان","سیمان کاوان بوکان",نقدی,"6,652","19,956,000","6,643","6,659","6,613","3,000","3,200","3,000",تن,1401/11/23,"سیمان کاوان بوکان","راهنمای سرمایه‌گذاران",ریال
"سیمان تیپ 2/کیسه50",KECE-CEMENT2-50L-00,"تالار سیمان","سیمان کرمان",نقدی,"8,050","72,453,700","7,999","8,139","7,438","9,000","12,900","9,000",تن,1401/11/23,"گروه صنایع سیمان کرمان","بانک ملی",ریال
"سیمان تیپ 2/کیسه50",KHCE-CEMENT2-50L-00,"تالار سیمان","سیمان خاش",نقدی,"8,075","44,412,000","7,969","8,159","7,087","5,500","8,300","5,500",تن,1401/11/23,"سیمان خاش","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",LCC-CEMENT2-50L-00,"تالار سیمان","کارخانجات سیمان لامرد",نقدی,"7,170","10,754,800","7,122","7,189","6,614","1,500","2,575","1,500",تن,1401/11/23,"کارخانجات سیمان لامرد","بانک ملی",ریال
"سیمان تیپ2",KHCE-CEMENT2B-00,"تالار سیمان","سیمان خاش",نقدی,"11,159","55,795,000","11,159","11,159","6,858","5,000","9,660","5,000",تن,1401/11/23,"سیمان خاش","صبا تأمین",ریال
"سیمان تیپ2",KZCO-CEMENT2B-00,"تالار سیمان","سیمان خزر",نقدی,"5,871","11,742,600","5,759","5,969","5,253","2,000","4,460","2,000",تن,1401/11/23,"سیمان خزر","صبا تأمین",ریال
"گوگرد گرانوله",THOR-GRSUSUB-00,"تالار فرآورده های نفتی","پالایش نفت تهران (تندگویان)","نقدی (مچینگ)","28,436","34,976,280","28,436","28,436","28,436",0,"1,230","1,230",تن,1401/11/25,"پالایش نفت تهران",سینا,ریال
"سیمان تیپ 2/کیسه50",KZCO-CEMENT2-50L-00,"تالار سیمان","سیمان خزر",نقدی,"6,122","18,366,900","6,057","6,200","6,057","3,000","3,700","3,000",تن,1401/11/23,"سیمان خزر","صبا تأمین",ریال
"سیمان تیپ 325-1/کیسه50",SECO-CEMENT325-50L-00,"تالار سیمان","سیمان سپاهان",نقدی,"5,937","34,731,450","5,937","5,937","5,937","8,000","5,850","5,850",تن,1401/11/23,"سیمان سپاهان","آرمون بورس",ریال
"سیمان تیپ 325-1/کیسه50",SECO-CEMENT325-50L-00,"تالار سیمان","سیمان سپاهان","نقدی (مچینگ)","5,937","12,764,550","5,937","5,937","5,937",0,"2,150","2,150",تن,1401/11/23,"سیمان سپاهان","آرمون بورس",ریال
"سیمان تیپ2",DCCO-CEMENT2B-00,"تالار سیمان","سیمان دورود","نقدی (مچینگ)","5,030","1,006,000","5,030","5,030","5,030",0,200,200,تن,1401/11/25,"سیمان دورود","صبا تأمین",ریال
"سیمان تیپ2",ECC-CEMENT2B-00,"تالار سیمان","سیمان شرق","نقدی (مچینگ)","4,657","4,889,850","4,657","4,657","4,657",0,"1,050","1,050",تن,1401/11/25,"سیمان شرق","آرمون بورس",ریال
"سیمان تیپ2",ECC-CEMENT2B-00,"تالار سیمان","سیمان شرق","نقدی (مچینگ)","4,657","232,850","4,657","4,657","4,657",0,50,50,تن,1401/11/23,"سیمان شرق","آرمون بورس",ریال
"سیمان تیپ2",ECC-CEMENT2B-00,"تالار سیمان","سیمان شرق","نقدی (مچینگ)","4,657","10,478,250","4,657","4,657","4,657",0,"2,250","2,250",تن,1401/11/24,"سیمان شرق","آرمون بورس",ریال
"سیمان تیپ 2/کیسه50",ECC-CEMENT2-50L-00,"تالار سیمان","سیمان شرق","نقدی (مچینگ)","6,057","1,817,100","6,057","6,057","6,057",0,300,300,تن,1401/11/24,"سیمان شرق","آرمون بورس",ریال
"سیمان تیپ 425-1/کیسه50",KBCC-CEMENT425-50L-00,"تالار سیمان","سیمان کاوان بوکان",نقدی,"6,733","20,200,390","6,666","6,839","6,397","3,000","5,340","3,000",تن,1401/11/23,"سیمان کاوان بوکان","راهنمای سرمایه‌گذاران",ریال
"سیمان تیپ 325-1/کیسه50",ECC-CEMENT325-50L-00,"تالار سیمان","سیمان شرق","نقدی (مچینگ)","5,937","3,977,790","5,937","5,937","5,937",0,670,670,تن,1401/11/24,"سیمان شرق","آرمون بورس",ریال
"سیمان تیپ 425-1",KBCC-CEMENT425B-00,"تالار سیمان","سیمان کاوان بوکان",نقدی,"4,752","14,256,050","4,724","4,929","4,724","3,000","4,770","3,000",تن,1401/11/23,"سیمان کاوان بوکان","راهنمای سرمایه‌گذاران",ریال
"سیمان تیپ 425-1",ECC-CEMENT425B-00,"تالار سیمان","سیمان شرق",نقدی,,0,,,"4,724","4,000",0,0,تن,1401/11/23,"سیمان شرق","آرمون بورس",ریال
"سیمان تیپ2",KCC-CEMENT2B-00,"تالار سیمان","سیمان کردستان",نقدی,"5,211","13,548,970","5,211","5,212","5,211","2,600","4,070","2,600",تن,1401/11/23,"سیمان کردستان","آرمون بورس",ریال
"سیمان تیپ 2/کیسه50",DCCO-CEMENT2-50L-00,"تالار سیمان","سیمان دورود",نقدی,"6,263","21,920,100","6,201","6,309","6,150","3,500","4,500","3,500",تن,1401/11/23,"سیمان دورود","صبا تأمین",ریال
"سیمان تیپ 425-1",KCC-CEMENT425B-00,"تالار سیمان","سیمان کردستان","نقدی (مچینگ)","5,181","1,036,200","5,181","5,181","5,181",0,200,200,تن,1401/11/24,"سیمان کردستان","آرمون بورس",ریال
"سیمان تیپ2",ZCC-CEMENT2B-00,"تالار سیمان","سیمان زنجان",نقدی,"5,184","1,555,310","5,184","5,185","5,184",300,310,300,تن,1401/11/23,"شرکت سیمان زنجان","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",ZCC-CEMENT2-50L-00,"تالار سیمان","سیمان زنجان","نقدی (مچینگ)","6,081","608,100","6,081","6,081","6,081",0,100,100,تن,1401/11/24,"شرکت سیمان زنجان","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",ZCC-CEMENT2-50L-00,"تالار سیمان","سیمان زنجان","نقدی (مچینگ)","6,081","608,100","6,081","6,081","6,081",0,100,100,تن,1401/11/26,"شرکت سیمان زنجان","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",KCC-CEMENT2-50L-00,"تالار سیمان","سیمان کردستان",نقدی,"6,199","11,530,140","6,199","6,199","6,199","2,200","1,860","1,860",تن,1401/11/23,"سیمان کردستان","آرمون بورس",ریال
"سیمان تیپ 2/کیسه50",KCC-CEMENT2-50L-00,"تالار سیمان","سیمان کردستان","نقدی (مچینگ)","6,199","2,107,660","6,199","6,199","6,199",0,340,340,تن,1401/11/23,"سیمان کردستان","آرمون بورس",ریال
"سیمان تیپ 2/کیسه50",SACE-CEMENT2-50L-00,"تالار سیمان","سیمان ساوه",نقدی,"7,505","75,051,900","7,455","8,386","7,212","10,000","13,700","10,000",تن,1401/11/23,"سیمان ساوه","صبا تأمین",ریال
"سیمان تیپ2",SHCO-CEMENT2B-00,"تالار سیمان","سیمان شاهرود",نقدی,"6,163","61,630,250","5,978","8,666","5,293","10,000","23,110","10,000",تن,1401/11/23,"سیمان شاهرود","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",SHCO-CEMENT2-50L-00,"تالار سیمان","سیمان شاهرود",نقدی,"6,555","51,129,000","6,555","6,555","6,555","15,000","7,800","7,800",تن,1401/11/23,"سیمان شاهرود","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",SHCO-CEMENT2-50L-00,"تالار سیمان","سیمان شاهرود","نقدی (مچینگ)","6,555","5,244,000","6,555","6,555","6,555",0,800,800,تن,1401/11/23,"سیمان شاهرود","صبا تأمین",ریال
"سیمان تیپ2",SCC-CEMENT2B-00,"تالار سیمان","سیمان صوفیان","نقدی (مچینگ)","6,584","658,400","6,584","6,584","6,584",0,100,100,تن,1401/11/23,"کارخانجات سیمان صوفیان","صبا تأمین",ریال
"سیمان تیپ2",SCC-CEMENT2B-00,"تالار سیمان","سیمان صوفیان","نقدی (مچینگ)","6,584","658,400","6,584","6,584","6,584",0,100,100,تن,1401/11/25,"کارخانجات سیمان صوفیان","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",SCC-CEMENT2-50L-00,"تالار سیمان","سیمان صوفیان",نقدی,"7,463","74,625,500","7,429","7,600","7,029","10,000","14,900","10,000",تن,1401/11/23,"کارخانجات سیمان صوفیان","صبا تأمین",ریال
"سیمان تیپ 425-1",SCC-CEMENT425B-00,"تالار سیمان","سیمان صوفیان",نقدی,"5,237","36,657,150","5,206","5,339","5,181","7,000","9,600","7,000",تن,1401/11/23,"کارخانجات سیمان صوفیان","صبا تأمین",ریال
"سیمان تیپ 425-1/کیسه50",SCC-CEMENT425-50L-00,"تالار سیمان","سیمان صوفیان",نقدی,"6,274","62,739,280","6,159","6,429","6,124","10,000","14,320","10,000",تن,1401/11/23,"کارخانجات سیمان صوفیان","صبا تأمین",ریال
"سیمان تیپ 2/کیسه25",SCC-CEMENT2-25L-00,"تالار سیمان","سیمان صوفیان",نقدی,"7,722","3,860,830","7,700","7,760","7,396",500,920,500,تن,1401/11/23,"کارخانجات سیمان صوفیان","صبا تأمین",ریال
"سیمان تیپ 2/کیسه25",GAC-CEMENT2-25L-00,"تالار سیمان","مجتمع سیمان غرب آسیا",نقدی,,0,,,"7,396",100,0,0,تن,1401/11/23,"مجتمع سیمان غرب آسیا",حافظ,ریال
"سیمان تیپ 2/کیسه50",WCO-CEMENT2-50L-00,"تالار سیمان","سیمان غرب","نقدی (مچینگ)","6,057","4,239,900","6,057","6,057","6,057",0,700,700,تن,1401/11/24,"صنایع سیمان غرب","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",WCO-CEMENT2-50L-00,"تالار سیمان","سیمان غرب","نقدی (مچینگ)","6,057","3,028,500","6,057","6,057","6,057",0,500,500,تن,1401/11/25,"صنایع سیمان غرب","صبا تأمین",ریال
"سیمان تیپ 425-1",WCO-CEMENT425B-00,"تالار سیمان","سیمان غرب","نقدی (مچینگ)","4,724","5,432,600","4,724","4,724","4,724",0,"1,150","1,150",تن,1401/11/25,"صنایع سیمان غرب","صبا تأمین",ریال
"سیمان تیپ 425-1",WCO-CEMENT425B-00,"تالار سیمان","سیمان غرب","نقدی (مچینگ)","4,724","6,377,400","4,724","4,724","4,724",0,"1,350","1,350",تن,1401/11/24,"صنایع سیمان غرب","صبا تأمین",ریال
"سیمان تیپ 425-1/کیسه50",WCO-CEMENT425-50L-00,"تالار سیمان","سیمان غرب","نقدی (مچینگ)","6,124","857,360","6,124","6,124","6,124",0,140,140,تن,1401/11/25,"صنایع سیمان غرب","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",FACO-CEMENT2-50L-00,"تالار سیمان","سیمان فارس",نقدی,"8,231","28,807,100","8,139","8,270","7,554","3,500","4,500","3,500",تن,1401/11/23,"سیمان فارس","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",NACE-CEMENT2-50L-00,"تالار سیمان","سیمان نائین",نقدی,"6,166","6,165,650","6,129","6,179","6,106","1,000","1,275","1,000",تن,1401/11/23,"سیمان نائین",حافظ,ریال
"سیمان تیپ2",GHCO-CEMENT2B-00,"تالار سیمان","سیمان قائن","نقدی (مچینگ)","4,657","4,750,140","4,657","4,657","4,657",0,"1,020","1,020",تن,1401/11/24,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",GHCO-CEMENT2-50L-00,"تالار سیمان","سیمان قائن","نقدی (مچینگ)","6,057","605,700","6,057","6,057","6,057",0,100,100,تن,1401/11/23,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",GHCO-CEMENT2-50L-00,"تالار سیمان","سیمان قائن","نقدی (مچینگ)","6,057","605,700","6,057","6,057","6,057",0,100,100,تن,1401/11/24,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",GHCO-CEMENT2-50L-00,"تالار سیمان","سیمان قائن","نقدی (مچینگ)","6,057","1,817,100","6,057","6,057","6,057",0,300,300,تن,1401/11/25,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",GHCO-CEMENT2-50L-00,"تالار سیمان","سیمان قائن","نقدی (مچینگ)","6,057","605,700","6,057","6,057","6,057",0,100,100,تن,1401/11/26,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان تیپ 425-1",GHCO-CEMENT425B-00,"تالار سیمان","سیمان قائن",نقدی,,0,,,"4,724",500,0,0,تن,1401/11/23,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان تیپ 325-1/کیسه50",GHCO-CEMENT325-50L-00,"تالار سیمان","سیمان قائن","نقدی (مچینگ)","5,937","59,370","5,937","5,937","5,937",0,10,10,تن,1401/11/23,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان تیپ 325-1/کیسه50",GHCO-CEMENT325-50L-00,"تالار سیمان","سیمان قائن","نقدی (مچینگ)","5,937","593,700","5,937","5,937","5,937",0,100,100,تن,1401/11/25,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان تیپ 325-1/کیسه50",GHCO-CEMENT325-50L-00,"تالار سیمان","سیمان قائن","نقدی (مچینگ)","5,937","890,550","5,937","5,937","5,937",0,150,150,تن,1401/11/26,"شرکت سیمان قاین","صبا تأمین",ریال
"سیمان تیپ2",YCC-CEMENT2B-00,"تالار سیمان","سیمان یاسوج","نقدی (مچینگ)","6,336","506,880","6,336","6,336","6,336",0,80,80,تن,1401/11/23,"سیمان یاسوج","صبا تأمین",ریال
"سیمان تیپ2",YCC-CEMENT2B-00,"تالار سیمان","سیمان یاسوج",نقدی,"6,336","12,165,120","6,336","6,336","6,336","2,000","1,920","1,920",تن,1401/11/23,"سیمان یاسوج","صبا تأمین",ریال
"سیمان تیپ 2/کیسه50",GAC-CEMENT2-50L-00,"تالار سیمان","مجتمع سیمان غرب آسیا","نقدی (مچینگ)","6,057","605,700","6,057","6,057","6,057",0,100,100,تن,1401/11/25,"مجتمع سیمان غرب آسیا",حافظ,ریال
"سیمان تیپ 2/کیسه50",GAC-CEMENT2-50L-00,"تالار سیمان","مجتمع سیمان غرب آسیا","نقدی (مچینگ)","6,057","3,028,500","6,057","6,057","6,057",0,500,500,تن,1401/11/26,"مجتمع سیمان غرب آسیا",حافظ,ریال
